QuestionID | Topic Name | Subject/Section
 1490 | Art and Culture | General Awareness
 1491 | Current Affairs | General Awareness
 1492 | Modern History | General Awareness
 1493 | Art and Culture | General Awareness
 1494 | Modern History | General Awareness
 1495 | Basic Science | General Awareness
 1496 | Polity and Civics | General Awareness
 1497 | Sports | General Awareness
 1498 | Important Organizations | General Awareness
 1499 | Basic Science | General Awareness
 1500 | Environment | General Awareness
 1501 | World Geography | General Awareness
 1502 | Environment | General Awareness
 1503 | Defence | General Awareness
 1504 | Defence | General Awareness
 1505 | Indian Geography | General Awareness
 1506 | Current Affairs | General Awareness
 1507 | Indian Geography | General Awareness
 1508 | Indian Geography | General Awareness
 1509 | Modern History | General Awareness
 1510 | Basic Science | General Awareness
 1511 | Verbal Classification | Reasoning
 1512 | Verbal Classification | Reasoning
 1513 | Verbal Analogy | Reasoning
 1514 | Verbal Analogy | Reasoning
 1515 | Verbal Analogy | Reasoning
 1516 | Verbal Classification | Reasoning
 1517 | Verbal Logic | Reasoning
 1518 | Venn Diagram | Reasoning
 1519 | Venn Diagram | Reasoning
 1520 | Coding-Decoding | Reasoning
 1521 | Verbal Logic | Reasoning
 1522 | Verbal Logic | Reasoning
 1523 | Verbal Logic | Reasoning
 1524 | Verbal Logic | Reasoning
 1525 | Non-Verbal Classification | Reasoning
 1526 | Pattern Completion | Reasoning
 1527 | Spatial Reasoning | Reasoning
 1528 | Non-Verbal Series | Reasoning
 1529 | Verbal Classification | Reasoning
 1530 | Verbal Logic | Reasoning
 1531 | Verbal Classification | Reasoning
 1532 | Verbal Logic | Reasoning
 1533 | Verbal Logic | Reasoning
 1534 | Verbal Analogy | Reasoning
 1535 | Verbal Classification | Reasoning
 1536 | Verbal Analogy | Reasoning
 1537 | Verbal Analogy | Reasoning
 1538 | Verbal Classification | Reasoning
 1539 | Verbal Classification | Reasoning
 1540 | Verbal Series | Reasoning
 1541 | Venn Diagram | Reasoning
 1542 | Venn Diagram | Reasoning
 1543 | Verbal Logic | Reasoning
 1544 | Verbal Logic | Reasoning
 1545 | Verbal Logic | Reasoning
 1546 | Pattern Completion | Reasoning
 1547 | Verbal Logic | Reasoning
 1548 | Non-Verbal Series | Reasoning
 1549 | Verbal Logic | Reasoning
 1550 | Verbal Logic | Reasoning
 1551 | Coding-Decoding | Reasoning
 1552 | Coding-Decoding | Reasoning
 1553 | Verbal Classification | Reasoning
 1554 | Non-Verbal Classification | Reasoning
 1555 | Verbal Classification | Reasoning
 1556 | Verbal Analogy | Reasoning
 1557 | Verbal Analogy | Reasoning
 1558 | Verbal Classification | Reasoning
 1559 | Venn Diagram | Reasoning
 1560 | Venn Diagram | Reasoning
 1561 | Reading Comprehension | Verbal Ability
 1562 | Reading Comprehension | Verbal Ability
 1563 | Reading Comprehension | Verbal Ability
 1564 | Error Detection | Verbal Ability
 1565 | Error Detection | Verbal Ability
 1566 | Error Detection | Verbal Ability
 1567 | Error Detection | Verbal Ability
 1568 | Sentence Completion | Verbal Ability
 1569 | Tenses | Verbal Ability
 1570 | Grammar | Verbal Ability
 1571 | Grammar | Verbal Ability
 1572 | Synonyms | Verbal Ability
 1573 | Synonyms | Verbal Ability
 1574 | Synonyms | Verbal Ability
 1575 | Synonyms | Verbal Ability
 1576 | Synonyms | Verbal Ability
 1577 | Antonyms | Verbal Ability
 1578 | Antonyms | Verbal Ability
 1579 | Antonyms | Verbal Ability
 1580 | Antonyms | Verbal Ability
 1581 | Antonyms | Verbal Ability
 1582 | Idioms and Phrases | Verbal Ability
 1583 | Idioms and Phrases | Verbal Ability
 1584 | Idioms and Phrases | Verbal Ability
 1585 | Sentence Rearrangement | Verbal Ability
 1586 | Sentence Rearrangement | Verbal Ability
 1587 | Sentence Rearrangement | Verbal Ability
 1588 | One Word Substitution | Verbal Ability
 1589 | One Word Substitution | Verbal Ability
 1590 | One Word Substitution | Verbal Ability
 1591 | World Geography | General Awareness
 1592 | Defence | General Awareness
 1593 | Defence | General Awareness
 1594 | Sports | General Awareness
 1595 | Indian Geography | General Awareness
 1596 | Science | General Awareness
 1597 | Polity | General Awareness
 1598 | Science | General Awareness
 1599 | Polity | General Awareness
 1600 | Awards | General Awareness
 1601 | Polity | General Awareness
 1602 | Sports | General Awareness
 1603 | Modern History | General Awareness
 1604 | Sports | General Awareness
 1605 | Current Affairs | General Awareness
 1606 | Defence | General Awareness
 1607 | Sports | General Awareness
 1608 | Polity | General Awareness
 1609 | Defence | General Awareness
 1610 | Economy | General Awareness
 1611 | Modern History | General Awareness
 1612 | Indian Geography | General Awareness
 1613 | Science | General Awareness
 1614 | Organizations | General Awareness
 1615 | Science | General Awareness
 1616 | Compound Interest | Numerical Ability
 1617 | Number System | Numerical Ability
 1618 | Statistics | Numerical Ability
 1619 | Statistics | Numerical Ability
 1620 | Mensuration | Numerical Ability
 1621 | Simple Interest | Numerical Ability
 1622 | Compound Interest | Numerical Ability
 1623 | Profit and Loss | Numerical Ability
 1624 | Ratio and Proportion | Numerical Ability
 1625 | Trains | Numerical Ability
 1626 | Average | Numerical Ability
 1627 | Percentage | Numerical Ability
 1628 | Average | Numerical Ability
 1629 | Percentage | Numerical Ability
 1630 | Time and Work | Numerical Ability
 1631 | Profit and Loss | Numerical Ability
 1632 | Time and Work | Numerical Ability
 1633 | Time and Work | Numerical Ability
 1634 | Trains | Numerical Ability
 1635 | Speed, Distance and Time | Numerical Ability
 1636 | Verbal Analogy | Reasoning
 1637 | Classification | Reasoning
 1638 | Classification | Reasoning
 1639 | Logical Reasoning | Reasoning
 1640 | Logical Reasoning | Reasoning
 1641 | Logical Reasoning | Reasoning
 1642 | Non-Verbal Pattern Completion | Reasoning
 1643 | Non-Verbal Pattern Completion | Reasoning
 1644 | Non-Verbal Series | Reasoning
 1645 | Non-Verbal Series | Reasoning
 1646 | Coding and Decoding | Reasoning
 1647 | Ratio and Proportion | Numerical Ability
 1648 | Non-Verbal Analogy | Reasoning
 1649 | Non-Verbal Analogy | Reasoning
 1650 | Coding and Decoding | Reasoning
 1651 | Coding and Decoding | Reasoning
 1652 | Non-Verbal Classification | Reasoning
 1653 | Non-Verbal Classification | Reasoning
 1654 | Non-Verbal Spatial Ability | Reasoning
 1655 | Non-Verbal Spatial Ability | Reasoning
 1656 | Venn Diagram | Reasoning
 1657 | Venn Diagram | Reasoning
 1658 | Venn Diagram | Reasoning
 1659 | Non-Verbal Spatial Ability | Reasoning
 1660 | Syllogism | Reasoning
 1661 | Reading Comprehension | Verbal Ability
 1662 | Reading Comprehension | Verbal Ability
 1663 | Reading Comprehension | Verbal Ability
 1664 | Reading Comprehension | Verbal Ability
 1665 | Error Detection | Verbal Ability
 1666 | Error Detection | Verbal Ability
 1667 | Error Detection | Verbal Ability
 1668 | Sentence Completion | Verbal Ability
 1669 | Sentence Completion | Verbal Ability
 1670 | Sentence Completion | Verbal Ability
 1671 | Sentence Completion | Verbal Ability
 1672 | Synonyms | Verbal Ability
 1673 | Synonyms | Verbal Ability
 1674 | Antonyms | Verbal Ability
 1675 | Antonyms | Verbal Ability
 1676 | Cloze Test | Verbal Ability
 1677 | Cloze Test | Verbal Ability
 1678 | Cloze Test | Verbal Ability
 1679 | Idioms and Phrases | Verbal Ability
 1680 | One Word Substitution | Verbal Ability
 1681 | Idioms and Phrases | Verbal Ability
 1682 | Analogy | Verbal Ability
 1683 | Analogy | Verbal Ability
 1684 | Analogy | Verbal Ability
 1685 | Sentence Rearrangement | Verbal Ability
 1686 | Sentence Rearrangement | Verbal Ability
 1687 | Sentence Rearrangement | Verbal Ability
 1688 | One Word Substitution | Verbal Ability
 1689 | One Word Substitution | Verbal Ability
 1690 | One Word Substitution | Verbal Ability
 1691 | World Geography | General Awareness
 1692 | Polity and Civics | General Awareness
 1693 | Polity and Civics | General Awareness
 1694 | Art and Culture | General Awareness
 1695 | Modern History | General Awareness
 1696 | Modern History | General Awareness
 1697 | Defence | General Awareness
 1698 | Sports | General Awareness
 1699 | Defence | General Awareness
 1700 | Awards and Honours | General Awareness
 1701 | Awards and Honours | General Awareness
 1702 | Current Affairs | General Awareness
 1703 | Sports | General Awareness
 1704 | Defence | General Awareness
 1705 | Current Affairs | General Awareness
 1706 | Basic Science | General Awareness
 1707 | Important Organizations | General Awareness
 1708 | Books and Authors | General Awareness
 1709 | Sports | General Awareness
 1710 | Defence | General Awareness
 1711 | Current Affairs | General Awareness
 1712 | Basic Science | General Awareness
 1713 | Defence | General Awareness
 1714 | Current Affairs | General Awareness
 1715 | Important Organizations | General Awareness
 1716 | Exponents and Powers | Numerical Ability
 1717 | Percentage | Numerical Ability
 1718 | Statistics and Probability | Numerical Ability
 1719 | Compound Interest | Numerical Ability
 1720 | Time Speed and Distance | Numerical Ability
 1721 | Area and Perimeter | Numerical Ability
 1722 | Area and Perimeter | Numerical Ability
 1723 | Algebra | Numerical Ability
 1724 | Mixture and Alligation | Numerical Ability
 1725 | Average | Numerical Ability
 1726 | Boat and Stream | Numerical Ability
 1727 | Profit and Loss | Numerical Ability
 1728 | Profit and Loss | Numerical Ability
 1729 | Percentage | Numerical Ability
 1730 | Algebra | Numerical Ability
 1731 | Ratio and Proportion | Numerical Ability
 1732 | Number System and Series | Numerical Ability
 1733 | Simplification | Numerical Ability
 1734 | Algebra | Numerical Ability
 1735 | Time and Work | Numerical Ability
 1736 | Verbal Classification | Reasoning
 1737 | Verbal Classification | Reasoning
 1738 | Verbal Analogy | Reasoning
 1739 | Verbal Analogy | Reasoning
 1740 | Coding-Decoding | Reasoning
 1741 | Coding-Decoding | Reasoning
 1742 | Verbal Series | Reasoning
 1743 | Logical Reasoning | Reasoning
 1744 | Spatial Orientation | Reasoning
 1745 | Spatial Orientation | Reasoning
 1746 | Coding-Decoding | Reasoning
 1747 | Coding-Decoding | Reasoning
 1748 | Logical Reasoning | Reasoning
 1749 | Logical Reasoning | Reasoning
 1750 | Logical Reasoning | Reasoning
 1751 | Non-Verbal Classification | Reasoning
 1752 | Non-Verbal Classification | Reasoning
 1753 | Pattern Completion | Reasoning
 1754 | Pattern Completion | Reasoning
 1755 | Pattern Recognition | Reasoning
 1756 | Pattern Recognition | Reasoning
 1757 | Non-Verbal Puzzle | Reasoning
 1758 | Non-Verbal Puzzle | Reasoning
 1759 | Venn Diagrams | Reasoning
 1760 | Venn Diagrams | Reasoning
 1761 | Reading Comprehension | Verbal Ability
 1762 | Reading Comprehension | Verbal Ability
 1763 | Reading Comprehension | Verbal Ability
 1764 | Error Spotting | Verbal Ability
 1765 | Error Spotting | Verbal Ability
 1766 | Error Spotting | Verbal Ability
 1767 | Error Spotting | Verbal Ability
 1768 | Sentence Completion | Verbal Ability
 1769 | Sentence Completion | Verbal Ability
 1770 | Sentence Completion | Verbal Ability
 1771 | One Word Substitution | Verbal Ability
 1772 | Synonyms | Verbal Ability
 1773 | Synonyms | Verbal Ability
 1774 | Synonyms | Verbal Ability
 1775 | Antonyms | Verbal Ability
 1776 | Antonyms | Verbal Ability
 1777 | Antonyms | Verbal Ability
 1778 | Cloze Test | Verbal Ability
 1779 | Cloze Test | Verbal Ability
 1780 | Cloze Test | Verbal Ability
 1781 | Idioms and Phrases | Verbal Ability
 1782 | Idioms and Phrases | Verbal Ability
 1783 | Idioms and Phrases | Verbal Ability
 1784 | Analogy | Verbal Ability
 1785 | Analogy | Verbal Ability
 1786 | Sentence Rearrangement | Verbal Ability
 1787 | Sentence Rearrangement | Verbal Ability
 1788 | One Word Substitution | Verbal Ability
 1789 | One Word Substitution | Verbal Ability
 1790 | One Word Substitution | Verbal Ability
 1791 | Error Detection | Verbal Ability
 1792 | Error Detection | Verbal Ability
 1793 | Error Detection | Verbal Ability
 1794 | Error Detection | Verbal Ability
 1795 | Sentence Completion (Phrasal Verbs) | Verbal Ability
 1796 | Sentence Completion (Conditionals) | Verbal Ability
 1797 | Tenses | Verbal Ability
 1798 | Sentence Completion (Vocabulary) | Verbal Ability
 1799 | Synonyms | Verbal Ability
 1800 | Synonyms | Verbal Ability
 1801 | Synonyms | Verbal Ability
 1802 | Antonyms | Verbal Ability
 1803 | Antonyms | Verbal Ability
 1804 | Antonyms | Verbal Ability
 1805 | Reading Comprehension | Verbal Ability
 1806 | Reading Comprehension | Verbal Ability
 1807 | Reading Comprehension | Verbal Ability
 1808 | Sentence Rearrangement | Verbal Ability
 1809 | Sentence Rearrangement | Verbal Ability
 1810 | Sentence Rearrangement | Verbal Ability
 1811 | Cloze Test | Verbal Ability
 1812 | Cloze Test | Verbal Ability
 1813 | Cloze Test | Verbal Ability
 1814 | Idioms & Phrases | Verbal Ability
 1815 | Idioms & Phrases | Verbal Ability
 1816 | Idioms & Phrases | Verbal Ability
 1817 | Analogy (Verbal) | Verbal Ability
 1818 | Analogy (Verbal) | Verbal Ability
 1819 | One Word Substitution | Verbal Ability
 1820 | One Word Substitution | Verbal Ability
 1821 | Reading Comprehension | Verbal Ability
 1822 | Reading Comprehension | Verbal Ability
 1823 | Reading Comprehension | Verbal Ability
 1824 | Error Detection | Verbal Ability
 1825 | Error Detection | Verbal Ability
 1826 | Error Detection | Verbal Ability
 1827 | Error Detection | Verbal Ability
 1828 | Sentence Completion | Verbal Ability
 1829 | Tenses | Verbal Ability
 1830 | Idioms & Phrases | Verbal Ability
 1831 | Idioms & Phrases | Verbal Ability
 1832 | Synonyms | Verbal Ability
 1833 | Synonyms | Verbal Ability
 1834 | Antonyms | Verbal Ability
 1835 | Antonyms | Verbal Ability
 1836 | Cloze Test | Verbal Ability
 1837 | Cloze Test | Verbal Ability
 1838 | Cloze Test | Verbal Ability
 1839 | Idioms & Phrases | Verbal Ability
 1840 | Idioms & Phrases | Verbal Ability
 1841 | Idioms & Phrases | Verbal Ability
 1842 | Analogy (Verbal) | Verbal Ability
 1843 | Analogy (Verbal) | Verbal Ability
 1844 | Analogy (Verbal) | Verbal Ability
 1845 | Sentence Rearrangement | Verbal Ability
 1846 | Sentence Rearrangement | Verbal Ability
 1847 | Sentence Rearrangement | Verbal Ability
 1848 | One Word Substitution | Verbal Ability
 1849 | One Word Substitution | Verbal Ability
 1850 | One Word Substitution | Verbal Ability
 1851 | Reading Comprehension | Verbal Ability
 1852 | Reading Comprehension | Verbal Ability
 1853 | Reading Comprehension | Verbal Ability
 1854 | Error Spotting | Verbal Ability
 1855 | Error Spotting | Verbal Ability
 1856 | Error Spotting | Verbal Ability
 1857 | Error Spotting | Verbal Ability
 1858 | Sentence Completion | Verbal Ability
 1859 | Tenses | Verbal Ability
 1860 | Sentence Completion | Verbal Ability
 1861 | Sentence Completion | Verbal Ability
 1862 | Synonyms | Verbal Ability
 1863 | Synonyms | Verbal Ability
 1864 | Synonyms | Verbal Ability
 1865 | Antonyms | Verbal Ability
 1866 | Antonyms | Verbal Ability
 1867 | Antonyms | Verbal Ability
 1868 | Cloze Test | Verbal Ability
 1869 | Cloze Test | Verbal Ability
 1870 | Cloze Test | Verbal Ability
 1871 | Idioms and Phrases | Verbal Ability
 1872 | Idioms and Phrases | Verbal Ability
 1873 | Idioms and Phrases | Verbal Ability
 1874 | Verbal Analogy | Verbal Ability
 1875 | Verbal Analogy | Verbal Ability
 1876 | Sentence Rearrangement | Verbal Ability
 1877 | Sentence Rearrangement | Verbal Ability
 1878 | One Word Substitution | Verbal Ability
 1879 | One Word Substitution | Verbal Ability
 1880 | One Word Substitution | Verbal Ability
 1881 | Idioms & Phrases | Verbal Ability
 1882 | Synonyms | Verbal Ability
 1883 | One Word Substitution | Verbal Ability
 1884 | Cloze Test | Verbal Ability
 1885 | Cloze Test | Verbal Ability
 1886 | Cloze Test | Verbal Ability
 1887 | Error Detection | Verbal Ability
 1888 | Idioms & Phrases | Verbal Ability
 1889 | Synonyms | Verbal Ability
 1890 | Error Detection | Verbal Ability
 1891 | Idioms & Phrases | Verbal Ability
 1892 | Synonyms | Verbal Ability
 1893 | Analogy (Verbal) | Verbal Ability
 1894 | Synonyms | Verbal Ability
 1895 | Antonyms | Verbal Ability
 1896 | Analogy (Verbal) | Verbal Ability
 1897 | Idioms & Phrases | Verbal Ability
 1898 | Synonyms | Verbal Ability
 1899 | Antonyms | Verbal Ability
 1900 | Sentence Rearrangement | Verbal Ability
 1901 | Sentence Rearrangement | Verbal Ability
 1902 | Sentence Rearrangement | Verbal Ability
 1903 | Sentence Rearrangement | Verbal Ability
 1904 | Spelling | Verbal Ability
 1905 | Error Detection | Verbal Ability
 1906 | Error Detection | Verbal Ability
 1907 | Idioms & Phrases | Verbal Ability
 1908 | Economy | General Awareness
 1909 | Economy | General Awareness
 1910 | Economy | General Awareness
 1911 | Reading Comprehension | Verbal Ability
 1912 | Reading Comprehension | Verbal Ability
 1913 | Reading Comprehension | Verbal Ability
 1914 | Error Spotting | Verbal Ability
 1915 | Error Spotting | Verbal Ability
 1916 | Error Spotting | Verbal Ability
 1917 | Error Spotting | Verbal Ability
 1918 | Tenses | Verbal Ability
 1919 | Sentence Completion | Verbal Ability
 1920 | Sentence Completion | Verbal Ability
 1921 | Sentence Completion | Verbal Ability
 1922 | Synonyms | Verbal Ability
 1923 | Synonyms | Verbal Ability
 1924 | Synonyms | Verbal Ability
 1925 | Antonyms | Verbal Ability
 1926 | Antonyms | Verbal Ability
 1927 | Antonyms | Verbal Ability
 1928 | Cloze Test | Verbal Ability
 1929 | Cloze Test | Verbal Ability
 1930 | Cloze Test | Verbal Ability
 1931 | Idioms and Phrases | Verbal Ability
 1932 | Idioms and Phrases | Verbal Ability
 1933 | Idioms and Phrases | Verbal Ability
 1934 | Verbal Analogy | Verbal Ability
 1935 | Verbal Analogy | Verbal Ability
 1936 | Verbal Analogy | Verbal Ability
 1937 | Sentence Rearrangement | Verbal Ability
 1938 | Sentence Rearrangement | Verbal Ability
 1939 | Sentence Rearrangement | Verbal Ability
 1940 | One Word Substitution | Verbal Ability
 1941 | Defence Exercises | General Awareness
 1942 | International Organizations / Summits | General Awareness
 1943 | Defence Technology | General Awareness
 1944 | Awards | General Awareness
 1945 | Art & Culture | General Awareness
 1946 | Defence Exercises | General Awareness
 1947 | Sports Terminology | General Awareness
 1948 | History - Modern | General Awareness
 1949 | Defence - Ranks | General Awareness
 1950 | Geography - India | General Awareness
 1951 | Polity | General Awareness
 1952 | Science & Tech / Current Affairs | General Awareness
 1953 | History - Ancient | General Awareness
 1954 | Basic Science (Biology) | General Awareness
 1955 | Basic Science (Biology) | General Awareness
 1956 | Geography - Physical | General Awareness
 1957 | Basic Science (Physics) | General Awareness
 1958 | Books & Authors | General Awareness
 1959 | Important Organizations / Defence | General Awareness
 1960 | Sports | General Awareness
 1961 | Economy | General Awareness
 1962 | Geography - India | General Awareness
 1963 | Awards | General Awareness
 1964 | History - Modern | General Awareness
 1965 | Organizations / Polity | General Awareness
 1966 | Coding Decoding | Reasoning
 1967 | Letter Series | Reasoning
 1968 | Blood Relations | Reasoning
 1969 | Non-Verbal Series | Reasoning
 1970 | Simplification | Numerical Ability
 1971 | Syllogism | Reasoning
 1972 | Ranking & Ordering | Reasoning
 1973 | Classification (Number) | Reasoning
 1974 | Venn Diagrams | Reasoning
 1975 | Non-Verbal Pattern Completion | Reasoning
 1976 | Non-Verbal Embedded Figures | Reasoning
 1977 | Logical Arrangement | Reasoning
 1978 | Distance & Direction | Numerical Ability
 1979 | Missing Number | Numerical Ability
 1980 | Coding Decoding | Reasoning
 1981 | Classification (Letter) | Reasoning
 1982 | Non-Verbal Figure Formation | Reasoning
 1983 | Venn Diagrams | Reasoning
 1984 | Analogy (Verbal) | Reasoning
 1985 | Number Series | Reasoning
 1986 | Clocks | Numerical Ability
 1987 | Classification (Verbal) | Reasoning
 1988 | Syllogism | Reasoning
 1989 | Number Analogy | Reasoning
 1990 | Coding Decoding | Reasoning
 1991 | HCF and LCM | Numerical Ability
 1992 | Speed, Time and Distance | Numerical Ability
 1993 | Statistics and Probability | Numerical Ability
 1994 | Statistics and Probability | Numerical Ability
 1995 | Simple and Compound Interest | Numerical Ability
 1996 | Simple Interest | Numerical Ability
 1997 | Average | Numerical Ability
 1998 | Average | Numerical Ability
 1999 | Mixture and Alligation | Numerical Ability
 2000 | Percentage | Numerical Ability
 2001 | Trains | Numerical Ability
 2002 | Time and Work | Numerical Ability
 2003 | Time and Work | Numerical Ability
 2004 | Profit and Loss | Numerical Ability
 2005 | Profit and Loss | Numerical Ability
 2006 | Profit and Loss | Numerical Ability
 2007 | Ratio and Proportion | Numerical Ability
 2008 | Ratio and Proportion | Numerical Ability
 2009 | Mensuration | Numerical Ability
 2010 | Area | Numerical Ability
 2011 | Direction Sense Test | Reasoning
 2012 | Venn Diagram | Reasoning
 2013 | Venn Diagram Puzzle | Reasoning
 2014 | Character Puzzle | Reasoning
 2015 | Mathematical Operations | Reasoning
 2016 | Verbal Analogy | Reasoning
 2017 | Verbal Classification | Reasoning
 2018 | Dot Situation | Reasoning
 2019 | Verbal Classification | Reasoning
 2020 | Verbal Analogy | Reasoning
 2021 | Direction and Distance | Reasoning
 2022 | Completion of Pattern | Reasoning
 2023 | Completion of Pattern | Reasoning
 2024 | Direction and Distance | Reasoning
 2025 | Mathematical Operations | Reasoning
 2026 | Non-Verbal Series | Reasoning
 2027 | Coding-Decoding | Reasoning
 2028 | Blood Relations | Reasoning
 2029 | Blood Relations | Reasoning
 2030 | Verbal Analogy | Reasoning
 2031 | Coding-Decoding | Reasoning
 2032 | Character Puzzle | Reasoning
 2033 | Dot Situation | Reasoning
 2034 | Non-Verbal Series | Reasoning
 2035 | Verbal Classification | Reasoning
 2036 | Current Affairs | General Awareness
 2037 | Defence | General Awareness
 2038 | Sports | General Awareness
 2039 | Environment | General Awareness
 2040 | World Geography | General Awareness
 2041 | Books and Authors | General Awareness
 2042 | Science and Technology | General Awareness
 2043 | Science and Technology | General Awareness
 2044 | Personalities | General Awareness
 2045 | Polity | General Awareness
 2046 | Modern History | General Awareness
 2047 | Science and Technology | General Awareness
 2048 | Indian Geography | General Awareness
 2049 | Defence | General Awareness
 2050 | Current Affairs | General Awareness
 2051 | Organizations | General Awareness
 2052 | Modern History | General Awareness
 2053 | Defence | General Awareness
 2054 | Defence | General Awareness
 2055 | Awards and Honours | General Awareness
 2056 | Indian Geography | General Awareness
 2057 | Sports | General Awareness
 2058 | World Geography | General Awareness
 2059 | Polity | General Awareness
 2060 | Economy | General Awareness
 2061 | Profit and Loss with Mixture | Numerical Ability
 2062 | Time and Work | Numerical Ability
 2063 | Decimals and Fractions | Numerical Ability
 2064 | Compound Interest | Numerical Ability
 2065 | Percentage | Numerical Ability
 2066 | Simplification | Numerical Ability
 2067 | Train Problems | Numerical Ability
 2068 | Train Problems | Numerical Ability
 2069 | Simple Interest | Numerical Ability
 2070 | Average | Numerical Ability
 2071 | Rational Numbers | Numerical Ability
 2072 | Average | Numerical Ability
 2073 | Profit and Loss | Numerical Ability
 2074 | Mixture and Alligation | Numerical Ability
 2075 | Probability | Numerical Ability
 2076 | Algebra | Numerical Ability
 2077 | Ratio and Proportion | Numerical Ability
 2078 | Mensuration - Area and Perimeter | Numerical Ability
 2079 | Time and Work | Numerical Ability
 2080 | Clock Problems | Numerical Ability
 2081 | Reading Comprehension | Verbal Ability
 2082 | Reading Comprehension | Verbal Ability
 2083 | Reading Comprehension | Verbal Ability
 2084 | Error Spotting | Verbal Ability
 2085 | Error Spotting | Verbal Ability
 2086 | Error Spotting | Verbal Ability
 2087 | Error Spotting | Verbal Ability
 2088 | Sentence Completion | Verbal Ability
 2089 | Grammar | Verbal Ability
 2090 | Grammar | Verbal Ability
 2091 | Sentence Completion | Verbal Ability
 2092 | Synonyms | Verbal Ability
 2093 | Synonyms | Verbal Ability
 2094 | Synonyms | Verbal Ability
 2095 | Antonyms | Verbal Ability
 2096 | Antonyms | Verbal Ability
 2097 | Antonyms | Verbal Ability
 2098 | Cloze Test | Verbal Ability
 2099 | Cloze Test | Verbal Ability
 2100 | Cloze Test | Verbal Ability
 2101 | Idioms and Phrases | Verbal Ability
 2102 | Idioms and Phrases | Verbal Ability
 2103 | Idioms and Phrases | Verbal Ability
 2104 | Verbal Analogy | Verbal Ability
 2105 | Verbal Analogy | Verbal Ability
 2106 | Verbal Analogy | Verbal Ability
 2107 | Sentence Rearrangement | Verbal Ability
 2108 | Sentence Rearrangement | Verbal Ability
 2109 | Sentence Rearrangement | Verbal Ability
 2110 | One Word Substitution | Verbal Ability
 2111 | Number System | Numerical Ability
 2112 | Percentage | Numerical Ability
 2113 | Time and Work | Numerical Ability
 2114 | Time and Work | Numerical Ability
 2115 | Ratio and Proportion | Numerical Ability
 2116 | Speed, Time and Distance | Numerical Ability
 2117 | Compound Interest | Numerical Ability
 2118 | Simple Interest | Numerical Ability
 2119 | Percentage | Numerical Ability
 2120 | Percentage | Numerical Ability
 2121 | Profit and Loss | Numerical Ability
 2122 | Speed, Time and Distance | Numerical Ability
 2123 | Average | Numerical Ability
 2124 | Profit and Loss | Numerical Ability
 2125 | Speed, Time and Distance | Numerical Ability
 2126 | Average | Numerical Ability
 2127 | Mixtures and Alligations | Numerical Ability
 2128 | Simplification | Numerical Ability
 2129 | Compound Interest | Numerical Ability
 2130 | Ratio and Proportion | Numerical Ability
 2131 | Books & Authors | General Awareness
 2132 | History - Modern | General Awareness
 2133 | History - Modern | General Awareness
 2134 | Art & Culture | General Awareness
 2135 | General Science | General Awareness
 2136 | Current Affairs | General Awareness
 2137 | Sports | General Awareness
 2138 | Defence | General Awareness
 2139 | Defence | General Awareness
 2140 | Geography - India | General Awareness
 2141 | Current Affairs | General Awareness
 2142 | Geography - World | General Awareness
 2143 | Polity / Schemes | General Awareness
 2144 | Sports | General Awareness
 2145 | Science & Tech | General Awareness
 2146 | Awards / Environment | General Awareness
 2147 | Polity | General Awareness
 2148 | Defence | General Awareness
 2149 | General Science | General Awareness
 2150 | International Organizations | General Awareness
 2151 | Sports | General Awareness
 2152 | General Science | General Awareness
 2153 | Awards | General Awareness
 2154 | Sports | General Awareness
 2155 | Environment | General Awareness
 2156 | Simplification | Numerical Ability
 2157 | Average | Numerical Ability
 2158 | Simple Interest | Numerical Ability
 2159 | Compound Interest | Numerical Ability
 2160 | Compound Interest | Numerical Ability
 2161 | Mixture and Alligation | Numerical Ability
 2162 | Profit and Loss | Numerical Ability
 2163 | Ratio and Proportion | Numerical Ability
 2164 | Ratio and Proportion | Numerical Ability
 2165 | Trains | Numerical Ability
 2166 | Speed, Distance and Time | Numerical Ability
 2167 | Non-Verbal Orientation | Reasoning
 2168 | Boats and Streams | Numerical Ability
 2169 | Average | Numerical Ability
 2170 | Time and Work | Numerical Ability
 2171 | Time and Work | Numerical Ability
 2172 | Time and Work | Numerical Ability
 2173 | Profit and Loss | Numerical Ability
 2174 | Average | Numerical Ability
 2175 | Time and Work | Numerical Ability
 2176 | Number System | Numerical Ability
 2177 | Profit & Loss | Numerical Ability
 2178 | Percentage | Numerical Ability
 2179 | Statistics | Numerical Ability
 2180 | Profit & Loss | Numerical Ability
 2181 | Compound Interest | Numerical Ability
 2182 | Compound Interest | Numerical Ability
 2183 | LCM & HCF | Numerical Ability
 2184 | Speed, Distance & Time | Numerical Ability
 2185 | Verbal Logic | Reasoning
 2186 | Ratio & Proportion | Numerical Ability
 2187 | Mixture & Alligation | Numerical Ability
 2188 | Time & Work | Numerical Ability
 2189 | Time & Work | Numerical Ability
 2190 | Boat & Stream | Numerical Ability
 2191 | Average | Numerical Ability
 2192 | Mensuration | Numerical Ability
 2193 | Ratio & Proportion | Numerical Ability
 2194 | Mensuration | Numerical Ability
 2195 | Simplification | Numerical Ability
 2196 | Number System | Numerical Ability
 2197 | Compound Interest | Numerical Ability
 2198 | Profit and Loss | Numerical Ability
 2199 | Trains | Numerical Ability
 2200 | Ratio and Proportion | Numerical Ability
